run_name,timestamp,pump1_pwm,pump2_pwm,valve1,valve2,valve3,valve4,flow_p1,flow_p2,flow_valve1,flow_outlet,dropped_pump1_low_flow,dropped_pump2_low_flow
full_cycle_run_001,92.47995900000632,150.0,0.0,0,0,0,0,4.0,0.0,0.0,0.0,False,False
full_cycle_run_001,92.99456700000167,150.0,0.0,0,0,0,0,4.0,0.0,0.0,0.0,False,False
full_cycle_run_001,93.47792300000042,150.0,0.0,0,0,0,0,4.0,0.0,0.0,0.0,False,False
full_cycle_run_001,93.99095000000298,150.0,0.0,0,0,0,0,4.0,0.0,0.0,0.0,False,False
full_cycle_run_001,94.48921400000155,150.0,0.0,0,0,0,0,4.0,0.0,0.0,0.0,False,False
full_cycle_run_001,94.98621100000292,150.0,0.0,0,0,0,0,4.0,0.0,0.0,0.0,False,False
full_cycle_run_001,95.4657310000062,150.0,0.0,0,0,0,0,4.0,0.0,0.0,0.0,False,False
full_cycle_run_001,95.97615700000524,150.0,0.0,0,0,0,0,4.0,0.0,0.0,0.0,False,False
full_cycle_run_001,96.4742310000062,150.0,0.0,0,0,0,0,4.0,0.0,0.0,0.0,False,False
full_cycle_run_001,96.97223900000006,150.0,0.0,0,0,0,0,4.0,0.0,0.0,0.0,False,False
full_cycle_run_001,97.45310500000417,150.0,0.0,0,0,0,0,4.0,0.0,0.0,0.0,False,False
full_cycle_run_001,97.94849200000614,150.0,0.0,0,0,0,0,4.0,0.0,0.0,0.0,False,False
full_cycle_run_001,98.4620230000019,150.0,0.0,0,0,0,0,4.0,0.0,0.0,0.0,False,False
full_cycle_run_001,98.95961000000685,150.0,0.0,0,0,0,0,4.0,0.0,0.0,0.0,False,False
full_cycle_run_001,99.44863599999994,150.0,0.0,0,0,0,0,4.0,0.0,0.0,0.0,False,False
full_cycle_run_001,99.93977400000394,150.0,0.0,0,0,0,0,4.0,0.0,0.0,0.0,False,False
full_cycle_run_001,100.44915600000321,150.0,0.0,0,0,0,0,4.0,0.0,0.0,0.0,False,False
full_cycle_run_001,100.92293300000578,150.0,0.0,0,0,0,0,4.0,0.0,0.0,0.0,False,False
full_cycle_run_001,101.43540200000257,150.0,0.0,0,0,0,0,4.0,0.0,0.0,0.0,False,False
full_cycle_run_001,101.95000900000333,150.0,0.0,0,0,0,0,4.0,0.0,0.0,0.0,False,False
full_cycle_run_001,102.44753700000048,150.0,0.0,0,0,0,0,4.0,0.0,0.0,0.0,False,False
full_cycle_run_001,102.92686200000345,150.0,0.0,0,0,0,0,4.0,0.0,0.0,0.0,False,False
full_cycle_run_001,103.43611400000006,150.0,0.0,0,0,0,0,3.0,0.0,0.0,0.0,False,False
full_cycle_run_001,103.92713900000602,150.0,0.0,0,0,0,0,3.0,0.0,0.0,0.0,False,False
full_cycle_run_001,104.42209400000424,150.0,0.0,0,0,0,0,4.0,0.0,0.0,0.0,False,False
full_cycle_run_001,104.91627000000328,150.0,0.0,0,0,0,0,4.0,0.0,0.0,0.0,False,False
full_cycle_run_001,105.42883000000566,150.0,0.0,0,0,0,0,4.0,0.0,0.0,0.0,False,False
full_cycle_run_001,105.92530800000578,150.0,0.0,0,0,0,0,4.0,0.0,0.0,0.0,False,False
full_cycle_run_001,106.40522300000488,150.0,0.0,0,0,0,0,4.0,0.0,0.0,0.0,False,False
full_cycle_run_001,106.89246500000358,150.0,0.0,0,0,0,0,4.0,0.0,0.0,0.0,False,False
full_cycle_run_001,107.41972400000691,150.0,0.0,0,0,0,0,4.0,0.0,0.0,0.0,False,False
full_cycle_run_001,107.92878500000387,150.0,0.0,0,0,0,0,4.0,0.0,0.0,0.0,False,False
full_cycle_run_001,108.42205900000036,150.0,0.0,0,0,0,0,4.0,0.0,0.0,0.0,False,False
full_cycle_run_001,108.91690200000257,150.0,0.0,0,0,0,0,4.0,0.0,0.0,0.0,False,False
full_cycle_run_001,109.4288180000037,150.0,0.0,0,0,0,0,4.0,0.0,0.0,0.0,False,False
full_cycle_run_001,109.90516800000519,150.0,0.0,0,0,0,0,4.0,0.0,0.0,0.0,False,False
full_cycle_run_001,110.39816800000519,150.0,0.0,0,0,0,0,3.0,0.0,0.0,0.0,False,False
full_cycle_run_001,110.90776900000125,150.0,0.0,0,0,0,0,3.0,0.0,0.0,0.0,False,False
full_cycle_run_001,111.39026700000466,150.0,0.0,0,0,0,0,4.0,0.0,0.0,0.0,False,False
full_cycle_run_001,111.90719000000507,150.0,0.0,0,0,0,0,4.0,0.0,0.0,0.0,False,False
full_cycle_run_001,112.38816800000518,150.0,0.0,0,0,0,0,4.0,0.0,0.0,0.0,False,False
full_cycle_run_001,112.88308200000226,150.0,0.0,0,0,0,0,4.0,0.0,0.0,0.0,False,False
full_cycle_run_001,113.37589900000394,150.0,0.0,0,0,0,0,4.0,0.0,0.0,0.0,False,False
full_cycle_run_001,113.87328299999982,150.0,0.0,0,0,0,0,4.0,0.0,0.0,0.0,False,False
full_cycle_run_001,114.38543100000173,150.0,0.0,0,0,0,0,4.0,0.0,0.0,0.0,False,False
full_cycle_run_001,114.8795910000056,150.0,0.0,0,0,0,0,4.0,0.0,0.0,0.0,False,False
full_cycle_run_001,115.36011000000686,150.0,0.0,0,0,0,0,3.0,0.0,0.0,0.0,False,False
full_cycle_run_001,115.87169600000233,150.0,0.0,0,0,0,0,3.0,0.0,0.0,0.0,False,False
full_cycle_run_001,116.3705300000012,150.0,0.0,0,0,0,0,4.0,0.0,0.0,0.0,False,False
full_cycle_run_001,116.8676080000028,150.0,0.0,0,0,0,0,4.0,0.0,0.0,0.0,False,False
full_cycle_run_001,117.36142700000107,150.0,0.0,0,0,0,0,4.0,0.0,0.0,0.0,False,False
full_cycle_run_001,117.85739200000465,150.0,0.0,0,0,0,0,4.0,0.0,0.0,0.0,False,False
full_cycle_run_001,118.3534660000056,150.0,0.0,0,0,0,0,4.0,0.0,0.0,0.0,False,False
full_cycle_run_001,118.84811500000208,150.0,0.0,0,0,0,0,4.0,0.0,0.0,0.0,False,False
full_cycle_run_001,119.31868200000376,150.0,0.0,0,0,0,0,4.0,0.0,0.0,0.0,False,False
full_cycle_run_001,119.82918600000441,150.0,0.0,0,0,0,0,4.0,0.0,0.0,0.0,False,False
full_cycle_run_001,120.33988300000131,150.0,0.0,0,0,0,0,3.0,0.0,0.0,0.0,False,False
full_cycle_run_001,120.83451700000465,150.0,0.0,0,0,0,0,3.0,0.0,0.0,0.0,False,False
full_cycle_run_001,121.31516200000047,150.0,0.0,0,0,0,0,4.0,0.0,0.0,0.0,False,False
full_cycle_run_001,121.84071500000357,150.0,0.0,0,0,0,0,4.0,0.0,0.0,0.0,False,False
full_cycle_run_001,122.30509600000083,150.0,0.0,0,0,0,0,4.0,0.0,0.0,0.0,False,False
full_cycle_run_001,122.8162330000028,150.0,0.0,0,0,0,0,4.0,0.0,0.0,0.0,False,False
full_cycle_run_001,123.31251200000197,150.0,0.0,0,0,0,0,5.0,0.0,0.0,0.0,False,False
full_cycle_run_001,123.80639000000059,150.0,0.0,0,0,0,0,5.0,0.0,0.0,0.0,False,False
full_cycle_run_001,124.29032000000029,150.0,0.0,0,0,0,0,4.0,0.0,0.0,0.0,False,False
full_cycle_run_001,124.80117000000179,150.0,0.0,0,0,0,0,4.0,0.0,0.0,0.0,False,False
full_cycle_run_001,125.28408800000697,150.0,0.0,0,0,0,0,4.0,0.0,0.0,0.0,False,False
full_cycle_run_001,125.7934130000025,150.0,0.0,0,0,0,0,4.0,0.0,0.0,0.0,False,False
full_cycle_run_001,126.28820700000226,150.0,0.0,0,0,0,0,4.0,0.0,0.0,0.0,False,False
full_cycle_run_001,126.78436200000345,150.0,0.0,0,0,0,0,4.0,0.0,0.0,0.0,False,False
full_cycle_run_001,127.26428800000251,150.0,0.0,0,0,0,0,5.0,0.0,0.0,0.0,False,False
full_cycle_run_001,127.75595600000024,150.0,0.0,0,0,0,0,5.0,0.0,0.0,0.0,False,False
full_cycle_run_001,128.2558280000016,150.0,0.0,0,0,0,0,4.0,0.0,0.0,0.0,False,False
full_cycle_run_001,128.7677480000034,150.0,0.0,0,0,0,0,4.0,0.0,0.0,0.0,False,False
full_cycle_run_001,129.25042200000584,150.0,0.0,0,0,0,0,4.0,0.0,0.0,0.0,False,False
